Weld,C,Mn,Si,S,P,Al,Ti,Cr,Ni,Mo,V,Cu,YS,UTS,El,RA,Temp,Temp
MnSi,0.068,1.77,0.61,0.006,0.007,0.0005,0.0094,0.03,0.03,0.005,0.005,0.03,559,612,28.8,75.9,-61,-86
MnSi,0.073,0.63,0.94,0.008,0.009,0.0005,0.01,0.03,0.03,0.005,0.005,0.03,476,548,28.2,73,-18,-47
MnSi,0.068,1,0.94,0.006,0.01,0.0005,0.011,0.03,0.03,0.005,0.005,0.03,485,570,29.2,77,-27,-53
MnSi,0.064,1.36,0.92,0.006,0.009,0.0005,0.011,0.03,0.03,0.005,0.005,0.03,515,603,28.6,77.9,-36,-63
MnSi,0.067,1.76,0.91,0.006,0.007,0.0005,0.012,0.03,0.03,0.005,0.005,0.03,559,639,28.8,76.9,-47,-82
Mn,0.035,0.66,0.3,0.006,0.013,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,392,466,31.9,80.6,-27,-41
Mn,0.038,1,0.3,0.005,0.014,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,413,498,31.2,80.6,-44,-59
Mn,0.049,1.42,0.34,0.005,0.013,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,468,551,29.4,78.7,-53,-73
Mn,0.051,1.82,0.34,0.006,0.017,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,514,588,28,76.8,-43,-85
MnTi,0.073,0.64,0.34,0.008,0.007,0.0005,0.0007,0.03,0.03,0.005,0.005,0.03,404,494,32.4,76,-46,-70
MnTi,0.073,0.64,0.35,0.005,0.004,0.0005,0.0038,0.03,0.03,0.005,0.005,0.03,402,494,33.3,77.5,-45,-70
MnTi,0.074,0.67,0.35,0.008,0.007,0.0005,0.0095,0.03,0.03,0.005,0.005,0.03,396,492,30.2,78,-40,-59
MnTi,0.078,0.68,0.38,0.009,0.007,0.0005,0.016,0.03,0.03,0.005,0.005,0.03,410,494,31.4,78.9,-36,-58
MnTi,0.079,0.73,0.44,0.006,0.008,0.0005,0.024,0.03,0.03,0.005,0.005,0.03,440,523,31.4,77,-40,-64
MnTi,0.077,1,0.3,0.008,0.007,0.0005,0.0009,0.03,0.03,0.005,0.005,0.03,409,504,30.6,77,-56,-83
MnTi,0.077,1.02,0.35,0.007,0.005,0.0005,0.0041,0.03,0.03,0.005,0.005,0.03,443,522,31.1,77,-60,-84
MnTi,0.076,1.04,0.3,0.007,0.007,0.0005,0.0092,0.03,0.03,0.005,0.005,0.03,427,516,32,78.9,-53,-73
MnTi,0.074,1.05,0.35,0.007,0.007,0.0005,0.014,0.03,0.03,0.005,0.005,0.03,434,517,30.8,78.9,-45,-63
MnTi,0.078,1.13,0.43,0.007,0.005,0.0005,0.018,0.03,0.03,0.005,0.005,0.03,456,545,29,78.9,-50,-72
MnTi,0.076,1.33,0.31,0.008,0.006,0.0005,0.0004,0.03,0.03,0.005,0.005,0.03,420,523,26.4,77,-29,-49
MnTi,0.077,1.33,0.31,0.007,0.005,0.0005,0.0038,0.03,0.03,0.005,0.005,0.03,463,541,27.1,75.9,-68,-89
MnTi,0.074,1.33,0.31,0.008,0.007,0.0005,0.0076,0.03,0.03,0.005,0.005,0.03,450,522,29.4,78.9,-52,-67
MnTi,0.082,1.37,0.33,0.008,0.007,0.0005,0.014,0.03,0.03,0.005,0.005,0.03,464,544,29.4,78.9,-44,-67
MnTi,0.08,1.38,0.39,0.007,0.006,0.0005,0.021,0.03,0.03,0.005,0.005,0.03,485,559,28,80.7,-54,-74
MnTi,0.077,1.82,0.28,0.007,0.006,0.0005,0.0008,0.03,0.03,0.005,0.005,0.03,458,568,28.6,76,-5,-40
MnTi,0.076,1.74,0.29,0.008,0.006,0.0005,0.0035,0.03,0.03,0.005,0.005,0.03,500,571,28.8,77,-62,-90
MnTi,0.074,1.78,0.28,0.007,0.007,0.0005,0.011,0.03,0.03,0.005,0.005,0.03,484,577,26.2,77.9,-54,-82
MnTi,0.076,1.88,0.33,0.006,0.007,0.0005,0.017,0.03,0.03,0.005,0.005,0.03,510,590,27.4,79.7,-52,-82
MnTi,0.079,1.84,0.36,0.006,0.007,0.0005,0.026,0.03,0.03,0.005,0.005,0.03,536,612,25.4,76,-53,-79
MnV,0.073,0.64,0.35,0.005,0.004,0.0005,0.0038,0.03,0.03,0.005,0.003,0.03,402,494,33.3,77.5,-45,-70
MnV,0.071,0.64,0.36,0.006,0.006,0.0005,0.0043,0.03,0.03,0.005,0.22,0.03,436,513,29.2,77,-43,-62
MnV,0.071,0.64,0.44,0.008,0.005,0.0005,0.0036,0.03,0.03,0.005,0.45,0.03,478,546,28.2,78,-43,-63
MnV,0.073,0.62,0.37,0.008,0.005,0.0005,0.0031,0.03,0.03,0.005,0.61,0.03,488,548,25.6,77.5,-42,-60
MnV,0.072,0.64,0.37,0.008,0.005,0.0005,0.0034,0.03,0.03,0.005,0.83,0.03,490,563,25.2,77,-40,-59
MnV,0.077,1.02,0.35,0.007,0.005,0.0005,0.0041,0.03,0.03,0.005,0.004,0.03,443,522,31.1,77,-60,-84
MnV,0.074,1.02,0.37,0.007,0.005,0.0005,0.0037,0.03,0.03,0.005,0.24,0.03,456,534,25,79.6,-69,-86
MnV,0.075,1.05,0.34,0.007,0.005,0.0005,0.0032,0.03,0.03,0.005,0.46,0.03,505,570,24.8,77.4,-63,-86
MnV,0.074,1.03,0.32,0.007,0.006,0.0005,0.0031,0.03,0.03,0.005,0.61,0.03,509,576,25.6,77.4,-59,-85
MnV,0.077,1.06,0.33,0.008,0.006,0.0005,0.0034,0.03,0.03,0.005,0.84,0.03,538,592,25.2,74,-60,-78
MnV,0.077,1.33,0.31,0.007,0.005,0.0005,0.0038,0.03,0.03,0.005,0.004,0.03,463,541,27.1,75.9,-68,-89
MnV,0.072,1.2,0.33,0.008,0.006,0.0005,0.0029,0.03,0.03,0.005,0.19,0.03,486,545,29.6,78.2,-66,-87
MnV,0.078,1.35,0.27,0.007,0.006,0.0005,0.0029,0.03,0.03,0.005,0.43,0.03,536,590,24.4,78.1,-70,-94
MnV,0.078,1.34,0.32,0.007,0.007,0.0005,0.003,0.03,0.03,0.005,0.6,0.03,521,589,22.6,76,-70,-89
MnV,0.076,1.35,0.26,0.007,0.006,0.0005,0.0029,0.03,0.03,0.005,0.99,0.03,599,638,20.8,74,-55,-83
MnV,0.076,1.74,0.29,0.008,0.006,0.0005,0.0035,0.03,0.03,0.005,0.004,0.03,500,571,28.8,77,-62,-90
MnV,0.079,1.72,0.26,0.006,0.007,0.0005,0.0027,0.03,0.03,0.005,0.24,0.03,543,607,23.2,77,-62,-88
MnV,0.076,1.71,0.27,0.007,0.007,0.0005,0.0025,0.03,0.03,0.005,0.4,0.03,578,617,21.8,75,-67,-90
MnV,0.078,1.71,0.26,0.005,0.007,0.0005,0.0025,0.03,0.03,0.005,0.6,0.03,589,650,21.6,75,-64,-90
MnV,0.087,1.77,0.26,0.006,0.007,0.0005,0.0025,0.03,0.03,0.005,0.84,0.03,639,681,19.6,71.9,-61,-93
N2,0.065,1.37,0.39,0.006,0.006,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,494,546,30,79,-57,-75
N2,0.062,1.34,0.41,0.005,0.006,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,501,558,28.2,77.6,-50,-68
N2,0.061,1.34,0.41,0.006,0.006,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,529,585,27.6,76,-45,-73
N2,0.061,1.28,0.37,0.006,0.006,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,549,601,26.8,75,-35,-60
P,0.067,1.43,0.38,0.005,0.007,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,508,561,31,77.9,-57,-76
P,0.069,1.37,0.39,0.005,0.015,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,515,571,31.2,76,-54,-71
P,0.066,1.4,0.37,0.005,0.023,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,499,559,30,78.8,-55,-77
P,0.066,1.36,0.35,0.005,0.03,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,507,563,29.2,77.9,-54,-71
P,0.065,1.45,0.35,0.006,0.04,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,510,568,29,77.9,-53,-78
S,0.063,1.39,0.37,0.007,0.007,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,489,546,29.6,78.8,-61,-81
S,0.057,1.41,0.37,0.016,0.007,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,473,546,31.4,77,-52,-73
S,0.057,1.38,0.35,0.027,0.007,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,471,527,31.2,75,-47,-76
S,0.062,1.39,0.36,0.038,0.007,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,474,527,31.2,73,-27,-61
S,0.063,1.38,0.35,0.046,0.008,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,463,523,30.6,73.9,-16,-59
Tab,0.076,1.52,0.26,0.009,0.012,0.0007,0.0002,0.03,0.03,0.005,0.005,0.03,460,541,24,75.9,-16,-35
Tab,0.073,1.51,0.21,0.01,0.012,0.0008,0.0081,0.03,0.03,0.005,0.005,0.03,481,557,26,78,-48,-59
Tab,0.072,1.49,0.14,0.01,0.012,0.0004,0.0142,0.03,0.03,0.005,0.005,0.03,482,562,25,74.7,-32,-53
Tab,0.079,1.46,0.11,0.007,0.012,0.0005,0.021,0.03,0.03,0.005,0.005,0.03,476,565,25.6,76.5,-29,-50
Tab,0.088,1.38,0.11,0.01,0.01,0.0005,0.029,0.03,0.03,0.005,0.005,0.03,482,563,26.6,73,-39,-57
Tab,0.068,1.58,0.28,0.007,0.008,0.0061,0.014,0.03,0.03,0.005,0.005,0.03,517,584,24.2,76.1,-40,-67
Tab,0.069,1.7,0.25,0.008,0.008,0.0089,0.028,0.03,0.03,0.005,0.005,0.03,547,610,24.8,77.2,-41,-69
Tab,0.083,1.71,0.26,0.007,0.009,0.015,0.049,0.03,0.03,0.005,0.005,0.03,610,661,23.6,73.7,-28,-64
Tab,0.079,1.84,0.27,0.007,0.009,0.025,0.077,0.03,0.03,0.005,0.005,0.03,619,675,23.7,73.1,-33,-56
Tab,0.071,1.61,0.22,0.007,0.008,0.0017,0.0005,0.03,0.03,0.005,0.005,0.03,473,558,22.6,76.2,-3,-42
Tab,0.078,1.76,0.19,0.007,0.007,0.0045,0.0005,0.03,0.03,0.005,0.005,0.03,482,571,25.1,74.8,-15,-38
Tab,0.086,1.85,0.16,0.006,0.008,0.008,0.0005,0.03,0.03,0.005,0.005,0.03,497,577,25,74.7,-8,-39
Tab,0.09,1.89,0.14,0.006,0.007,0.013,0.0005,0.03,0.03,0.005,0.005,0.03,516,599,22,72.4,-23,-59
Tab,0.087,1.97,0.17,0.006,0.008,0.016,0.026,0.03,0.03,0.005,0.005,0.03,571,631,25.3,74.6,-59,-82
Tab,0.082,1.92,0.2,0.006,0.007,0.018,0.042,0.03,0.03,0.005,0.005,0.03,596,655,24.4,73.1,-46,-70
Tab,0.066,1.42,0.17,0.009,0.008,0.0007,0.0015,0.03,0.03,0.005,0.005,0.03,475,544,26.2,75.6,-58,-79
Tab,0.068,1.38,0.1,0.009,0.007,0.0005,0.0029,0.03,0.03,0.005,0.005,0.03,460,528,26.2,76.6,-61,-81
Tab,0.063,1.3,0.07,0.009,0.006,0.0005,0.0042,0.03,0.03,0.005,0.005,0.03,437,497,27.8,75.3,-39,-69
Tab,0.063,1.23,0.04,0.009,0.007,0.0005,0.005,0.03,0.03,0.005,0.005,0.03,427,499,26.6,73.7,-33,-59
Tab,0.076,1.51,0.32,0.009,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,482,568,24.6,74.6,-32,-52
Tab,0.08,1.58,0.37,0.008,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,491,584,25,74.8,-34,-59
Tab,0.083,1.63,0.39,0.008,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,482,581,25.4,71.9,-32,-60
Tab,0.085,1.62,0.45,0.008,0.007,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,497,605,24.5,69.3,-40,-70
Tab,0.077,1.66,0.24,0.006,0.009,0.0005,0.009,0.03,0.03,0.005,0.005,0.03,491,561,23,76.7,-52,-75
Tab,0.077,1.67,0.25,0.006,0.009,0.0005,0.016,0.03,0.03,0.005,0.005,0.03,494,577,23.6,78.5,-51,-74
Tab,0.08,1.77,0.23,0.006,0.009,0.0005,0.025,0.03,0.03,0.005,0.005,0.03,510,586,22.8,77.5,-59,-74
Tab,0.08,1.82,0.23,0.005,0.009,0.0005,0.036,0.03,0.03,0.005,0.005,0.03,562,625,20.8,76.4,-73,-86
Tab,0.075,1.63,0.24,0.006,0.007,0.0017,0.0005,0.03,0.03,0.005,0.005,0.03,475,558,23.7,76.6,-22,-47
Tab,0.079,1.71,0.24,0.007,0.008,0.0023,0.0005,0.03,0.03,0.005,0.005,0.03,487,572,20.4,74.8,-12,-48
Tab,0.087,1.9,0.2,0.006,0.006,0.0048,0.0005,0.03,0.03,0.005,0.005,0.03,535,623,20.5,73.7,-7,-43
Tab,0.102,1.89,0.21,0.006,0.007,0.0065,0.0005,0.03,0.03,0.005,0.005,0.03,515,622,19.5,71.4,-18,-57
Tab,0.075,1.59,0.16,0.006,0.006,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,453,539,23.6,76,-32,-47
Tab,0.073,1.71,0.06,0.006,0.006,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,467,542,22.5,75.5,-37,-57
Tab,0.064,1.69,0.02,0.005,0.005,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,430,501,24.4,75.4,-49,-77
Tab,0.053,1.64,0.001,0.005,0.005,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,418,489,16.4,54.5,-23,-69
Tab,0.069,1.43,0.24,0.006,0.006,0.0005,0.0028,0.03,0.03,0.005,0.005,0.03,510,574,28.3,75.6,-55,-87
Tab,0.075,1.51,0.26,0.007,0.006,0.0011,0.0046,0.03,0.03,0.005,0.005,0.03,513,577,25.6,75.3,-62,-78
Tab,0.07,1.56,0.28,0.007,0.005,0.0007,0.0065,0.03,0.03,0.005,0.005,0.03,511,580,26.7,76,-59,-79
Tab,0.075,1.59,0.27,0.006,0.005,0.0005,0.0078,0.03,0.03,0.005,0.005,0.03,514,577,25.6,77.2,-48,-76
Tab,0.072,1.59,0.36,0.006,0.008,0.0013,0.0026,0.03,0.03,0.005,0.005,0.03,478,560,25,76,-56,-83
Tab,0.072,1.65,0.43,0.007,0.007,0.0005,0.0052,0.03,0.03,0.005,0.005,0.03,537,601,27,77.4,-61,-81
Tab,0.072,1.71,0.52,0.006,0.01,0.0005,0.0082,0.03,0.03,0.005,0.005,0.03,555,617,24.1,74.4,-60,-83
Tab,0.077,1.69,0.61,0.006,0.005,0.0011,0.012,0.03,0.03,0.005,0.005,0.03,566,638,26.8,75.4,-47,-82
Tab,0.067,1.38,0.14,0.007,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,431,510,27.2,76.4,-25,-42
Tab,0.058,1.18,0.05,0.008,0.007,0.0008,0.0005,0.03,0.03,0.005,0.005,0.03,426,477,27.8,75.5,-51,-62
Tab,0.048,0.99,0.01,0.008,0.01,0.0007,0.0005,0.03,0.03,0.005,0.005,0.03,350,404,10.5,21,-24,-43
Tab,0.036,0.77,0,0.007,0.005,0.0003,0.0005,0.03,0.03,0.005,0.005,0.03,310,345,7.4,10.8,,-42
Tab,0.07,1.62,0.48,0.007,0.008,0.0007,0.0005,0.03,0.03,0.005,0.005,0.03,482,566,25.4,78.7,-22,-48
Tab,0.075,1.69,0.69,0.006,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,505,602,26.2,75.2,-26,-63
Tab,0.075,1.69,0.9,0.006,0.01,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,510,613,26.9,76,-28,-77
Tab,0.079,1.74,1.11,0.006,0.01,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,529,638,25.5,76.1,-33,-75
Tab,0.08,1.69,0.25,0.006,0.009,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,484,554,26,78.2,-29,-58
Tab,0.074,1.8,0.19,0.005,0.011,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,479,558,25.8,77.2,-27,-52
Tab,0.079,1.91,0.17,0.004,0.011,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,491,578,25.2,75.1,-31,-53
Tab,0.079,1.95,0.14,0.003,0.009,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,493,573,26.4,77.6,-29,-60
Tab,0.073,1.73,0.33,0.005,0.012,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,482,570,28.2,77.6,-31,-56
Tab,0.087,1.99,0.4,0.004,0.01,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,499,593,23.7,77.3,-32,-60
Tab,0.088,2.06,0.46,0.003,0.009,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,527,625,25.1,76.7,-36,-76
Tab,0.097,2.08,0.56,0.003,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,564,661,21.8,69.2,-47,-82
Tab,0.082,1.74,0.2,0.006,0.012,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,491,576,28,77.8,-29,-48
Tab,0.084,1.72,0.11,0.005,0.01,0.0014,0.0005,0.03,0.03,0.005,0.005,0.03,481,547,25.6,76.7,-29,-49
Tab,0.082,1.74,0.05,0.004,0.009,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,461,529,26.6,74.8,-33,-51
Tab,0.083,1.73,0.23,0.005,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,491,571,24.8,76.7,-28,-59
Tab,0.086,1.79,0.12,0.004,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,505,572,24.2,74.9,-20,-41
Tab,0.075,1.47,0.26,0.005,0.007,0.0009,0.0056,0.03,0.03,0.005,0.005,0.03,501,556,28.6,78.9,-66,-82
Tab,0.082,1.58,0.28,0.006,0.007,0.0005,0.011,0.03,0.03,0.005,0.005,0.03,523,580,27,75.7,-54,-76
Tab,0.094,1.58,0.29,0.006,0.007,0.0005,0.0155,0.03,0.03,0.005,0.005,0.03,537,591,26.8,79.8,-61,-83
Tab,0.091,1.63,0.31,0.005,0.007,0.0017,0.0233,0.03,0.03,0.005,0.005,0.03,566,626,24.8,77.5,-64,-87
Tab,0.074,1.46,0.21,0.007,0.007,0.0005,0.001,0.03,0.03,0.005,0.005,0.03,472,552,22.3,67,-48,-73
Tab,0.08,1.5,0.17,0.007,0.007,0.0005,0.0022,0.03,0.03,0.005,0.005,0.03,515,568,26.6,77.3,-60,-78
Tab,0.073,1.51,0.21,0.008,0.007,0.0005,0.0034,0.03,0.03,0.005,0.005,0.03,508,559,26.6,77.7,-66,-83
Tab,0.078,1.51,0.18,0.007,0.008,0.0005,0.0044,0.03,0.03,0.005,0.005,0.03,491,558,29.6,78.6,-54,-83
Tab,0.079,1.53,0.19,0.005,0.009,0.0005,0.0052,0.03,0.03,0.005,0.005,0.03,485,550,26.7,77.7,-56,-74
Tab,0.076,1.42,0.12,0.006,0.008,0.0011,0.0094,0.03,0.03,0.005,0.005,0.03,480,553,27.3,76,-17,-52
Tab,0.069,1.3,0.05,0.006,0.007,0.0012,0.013,0.03,0.03,0.005,0.005,0.03,463,538,26.9,74.8,-30,-40
Tab,0.072,1.32,0.03,0.006,0.006,0.002,0.015,0.03,0.03,0.005,0.005,0.03,472,540,25.7,72.9,-22,-49
Tab,0.075,1.49,0.26,0.006,0.008,0.0005,0.0057,0.03,0.03,0.005,0.005,0.03,501,573,26,78.6,-52,-73
Tab,0.078,1.61,0.27,0.006,0.008,0.0009,0.012,0.03,0.03,0.005,0.005,0.03,542,604,26.8,78.8,-43,-70
Tab,0.08,1.69,0.3,0.006,0.014,0.0012,0.018,0.03,0.03,0.005,0.005,0.03,536,613,25,77.3,-37,-67
Tab,0.084,1.74,0.25,0.005,0.011,0.002,0.023,0.03,0.03,0.005,0.005,0.03,594,660,24.2,74.5,-23,-54
Tab,0.074,1.68,0.34,0.006,0.009,0.0017,0.0005,0.03,0.03,0.005,0.005,0.03,466,559,25.5,74.1,-23,-49
Tab,0.089,1.84,0.4,0.006,0.01,0.0042,0.0005,0.03,0.03,0.005,0.005,0.03,487,600,23.5,75.9,-12,-54
Tab,0.097,1.96,0.49,0.005,0.009,0.0089,0.0005,0.03,0.03,0.005,0.005,0.03,542,648,22.9,73.7,-22,-73
Tab,0.098,1.95,0.59,0.005,0.009,0.015,0.0005,0.03,0.03,0.005,0.005,0.03,553,665,24.6,71.4,-26,-74
Tab,0.082,1.71,0.32,0.007,0.008,0.0011,0.01,0.03,0.03,0.005,0.005,0.03,517,580,25,76.5,-45,-72
Tab,0.083,1.77,0.42,0.006,0.008,0.0005,0.02,0.03,0.03,0.005,0.005,0.03,519,599,24,76.7,-48,-76
Tab,0.085,1.88,0.51,0.004,0.009,0.0005,0.031,0.03,0.03,0.005,0.005,0.03,586,665,24.2,77.5,-55,-80
Tab,0.089,1.9,0.61,0.005,0.008,0.0005,0.055,0.03,0.03,0.005,0.005,0.03,622,695,22.1,76.7,-54,-79
Tab,0.085,1.74,0.33,0.006,0.008,0.002,0.0005,0.03,0.03,0.005,0.005,0.03,497,584,24.1,75.7,-24,-59
Tab,0.09,1.85,0.41,0.005,0.008,0.0051,0.0005,0.03,0.03,0.005,0.005,0.03,522,618,22.1,75.4,-20,-53
Tab,0.1,1.95,0.46,0.005,0.008,0.0109,0.0005,0.03,0.03,0.005,0.005,0.03,566,659,22.3,73.2,-31,-53
Tab,0.11,2.1,0.51,0.004,0.008,0.0183,0.0005,0.03,0.03,0.005,0.005,0.03,595,692,21.3,74,-31,-74
Tab,0.092,1.57,0.33,0.006,0.009,0.0073,0.0005,0.03,0.03,0.005,0.005,0.03,490,588,23.5,76.3,-22,-47
Tab,0.098,1.72,0.41,0.006,0.009,0.0202,0.0005,0.03,0.03,0.005,0.005,0.03,524,627,22.5,72.3,-15,-52
Tab,0.102,1.89,0.46,0.005,0.01,0.035,0.0005,0.03,0.03,0.005,0.005,0.03,566,665,21.1,71.8,6,-50
Tab,0.107,1.92,0.51,0.005,0.006,0.056,0.0005,0.03,0.03,0.005,0.005,0.03,579,672,20.5,70.7,9,-45
TiBAlN,0.07,1.57,0.45,0.006,0.01,0.0013,0.039,0.03,0.03,0.005,0.005,0.03,546,594,25.8,73,-82,-98
TiBAlN,0.07,1.53,0.44,0.007,0.01,0.0068,0.045,0.03,0.03,0.005,0.005,0.03,583,602,27,76.4,-82,-99
TiBAlN,0.07,1.56,0.49,0.007,0.01,0.016,0.042,0.03,0.03,0.005,0.005,0.03,610,640,27.2,73.4,-83,-100
TiBAlN,0.07,1.51,0.57,0.007,0.012,0.031,0.046,0.03,0.03,0.005,0.005,0.03,595,660,23.1,74.1,-48,-85
TiBAlN,0.07,1.53,0.6,0.006,0.01,0.038,0.044,0.03,0.03,0.005,0.005,0.03,675,742,20.7,69.7,-37,-68
TiBAlN,0.08,1.44,0.6,0.006,0.007,0.058,0.054,0.03,0.03,0.005,0.005,0.03,668,732,20.3,69.7,-12,-46
TiBAlN,0.07,1.48,0.34,0.007,0.01,0.0005,0.037,0.03,0.03,0.005,0.005,0.03,532,585,26.8,74,-48,-73
TiBAlN,0.07,1.49,0.34,0.007,0.01,0.0061,0.041,0.03,0.03,0.005,0.005,0.03,558,594,25,69.4,-45,-66
TiBAlN,0.07,1.45,0.43,0.006,0.01,0.017,0.047,0.03,0.03,0.005,0.005,0.03,532,584,28.4,77,-43,-63
TiBAlN,0.07,1.43,0.43,0.005,0.01,0.033,0.049,0.03,0.03,0.005,0.005,0.03,543,596,26.6,73.4,-60,-79
TiBAlN,0.07,1.44,0.55,0.005,0.01,0.046,0.046,0.03,0.03,0.005,0.005,0.03,574,632,22.3,74.8,-56,-80
TiBAlN,0.07,1.44,0.63,0.005,0.01,0.056,0.048,0.03,0.03,0.005,0.005,0.03,571,644,25.4,73.5,-64,-93
TiBAlN,0.07,1.51,0.36,0.007,0.008,0.0005,0.041,0.03,0.03,0.005,0.005,0.03,539,605,23.9,71.6,-24,-56
TiBAlN,0.07,1.38,0.35,0.007,0.012,0.0062,0.05,0.03,0.03,0.005,0.005,0.03,525,602,25.4,73.2,-4,-32
TiBAlN,0.07,1.45,0.5,0.006,0.011,0.018,0.047,0.03,0.03,0.005,0.005,0.03,493,583,26.8,69.2,13,-18
TiBAlN,0.07,1.44,0.54,0.005,0.014,0.031,0.045,0.03,0.03,0.005,0.005,0.03,523,597,23.7,72.2,-1,-25
TiBAlN,0.07,1.38,0.52,0.006,0.011,0.038,0.041,0.03,0.03,0.005,0.005,0.03,524,608,23.4,69.4,-14,-45
TiBAlN,0.07,1.42,0.6,0.006,0.012,0.056,0.043,0.03,0.03,0.005,0.005,0.03,529,591,25.6,73.8,-45,-70
TiBN,0.073,1.51,0.3,0.007,0.007,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,462,539,28.7,77.9,-15,-47
TiBN,0.067,1.53,0.27,0.008,0.007,0.0005,0.0002,0.03,0.03,0.005,0.005,0.03,461,530,26.5,77.5,-11,-48
TiBN,0.071,1.58,0.29,0.007,0.006,0.0005,0.0002,0.03,0.03,0.005,0.005,0.03,462,537,27.6,74.6,-14,-55
TiBN,0.066,1.48,0.33,0.008,0.007,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,467,542,22.1,76,-22,-63
TiBN,0.066,1.48,0.37,0.008,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,431,521,24.3,75.3,-37,-72
TiBN,0.068,1.53,0.39,0.008,0.007,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,470,547,21.1,73.2,-50,-92
TiBN,0.064,1.49,0.4,0.007,0.005,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,478,561,22.2,73.6,-34,-75
TiBN,0.074,1.46,0.28,0.008,0.008,0.0005,0.0035,0.03,0.03,0.005,0.005,0.03,460,533,27.6,78.9,-68,-88
TiBN,0.068,1.51,0.34,0.007,0.008,0.0005,0.0033,0.03,0.03,0.005,0.005,0.03,514,575,25,75.7,-60,-96
TiBN,0.065,1.48,0.35,0.007,0.007,0.0005,0.0034,0.03,0.03,0.005,0.005,0.03,479,540,26,75.5,-55,-84
TiBN,0.064,1.43,0.36,0.007,0.007,0.0005,0.0036,0.03,0.03,0.005,0.005,0.03,479,533,25.2,74.7,-65,-93
TiBN,0.067,1.45,0.31,0.008,0.008,0.0005,0.0038,0.03,0.03,0.005,0.005,0.03,477,545,22.5,74.7,-60,-90
TiBN,0.066,1.44,0.39,0.007,0.009,0.0005,0.0045,0.03,0.03,0.005,0.005,0.03,460,557,23.1,73.6,-50,-78
TiBN,0.074,1.45,0.3,0.007,0.009,0.0005,0.012,0.03,0.03,0.005,0.005,0.03,480,538,27.8,79.8,-43,-59
TiBN,0.071,1.55,0.35,0.007,0.01,0.0005,0.013,0.03,0.03,0.005,0.005,0.03,512,560,26.2,78.4,-57,-77
TiBN,0.071,1.53,0.34,0.007,0.01,0.0005,0.011,0.03,0.03,0.005,0.005,0.03,486,540,27.6,74.3,-56,-79
TiBN,0.068,1.45,0.34,0.008,0.009,0.0005,0.013,0.03,0.03,0.005,0.005,0.03,488,554,25.4,74.2,-65,-86
TiBN,0.066,1.43,0.33,0.008,0.009,0.0005,0.012,0.03,0.03,0.005,0.005,0.03,486,570,23.9,72.1,-59,-83
